año,token,freq
1996,auconomía,1
1996,aucopista,1
1996,aulas,1
1996,aum,1
1996,aumema,1
1996,aumencar,2
1996,aumencará,1
1996,aumenrnrá,1
1996,aumenro,1
1996,aumenta,3
1996,aumentado,9
1996,aumentando,2
1996,aumentar,2
1996,aumentará,2
1996,aumento,8
1996,aumentó,1
1996,auspicioso,1
1996,automatismos,1
1996,automático,1
1996,autonomía,1
1996,autoridades,1
1996,auás,1
1996,avanc,1
1996,avance,3
1996,avancemos,1
1996,avances,6
1996,avanza,2
1996,avanzado,5
1996,avanzando,4
1996,avanzar,7
1996,ayuda,1
1996,ayudan,1
1996,ayudar,1
1996,aéreos,1
1996,aíios,1
1996,aís,1
1996,aún,2
1996,bahía,1
1996,baja,1
1996,bajado,1
1996,bajo,1
1996,bajos,1
1996,balance,1
1996,balances,1
1996,banco,2
1996,bao,1
1996,basa,2
1996,basada,1
1996,basado,1
1996,basca,1
1996,base,5
1996,bases,7
1996,bauca,1
1996,becas,2
1996,beijing,1
1996,bemos,1
1996,beneficia,1
1996,beneficiada,1
1996,beneficiadas,2
1996,beneficiado,1
1996,benefician,1
1996,beneficiando,3
1996,beneficianí,1
1996,beneficiar,1
1996,beneficiarios,1
1996,beneficiarse,1
1996,beneficiará,1
1996,beneficiarán,2
1996,beneficio,1
1996,beneficios,7
1996,benefició,1
1996,beneliciarán,1
1996,beneíi,1
1996,bibliotecas,1
1996,bienes,5
1996,bienescar,1
1996,bienesrar,1
1996,bilarerales,1
1996,bilateral,1
1996,bioceánicos,1
1996,bnndar,1
1996,bolivia,3
1996,bolsa,1
1996,bonificación,1
1996,bono,1
1996,bosque,1
1996,bosques,1
1996,brasil,1
1996,brecha,1
1996,brindando,1
1996,brinden,1
1996,broca,1
1996,bruco,1
1996,bruto,2
1996,buena,2
1996,bulbos,1
1996,busca,3
1996,buscan,2
1996,buscando,1
1996,buscar,2
1996,buscaron,1
1996,básica,5
1996,básicas,5
1996,básico,6
1996,básicos,3
1996,búsqueda,2
1996,c:srnimporrance,1
1996,cabo,2
1996,cada,11
1996,cajy,1
1996,cal,3
1996,cales,3
1996,calidad,46
1996,calificados,1
1996,calles,2
1996,calzada,2
1996,cambiando,4
1996,cambiantes,1
1996,cambio,2
1996,cambios,7
1996,cambién,2
1996,cambió,1
1996,caminar,3
1996,camineras,1
1996,camino,11
1996,caminos,3
1996,caml,1
1996,campamencos,1
1996,campesina,2
1996,campesinas,2
1996,campesino,3
1996,campesinos,2
1996,campo,4
1996,campoco,1
1996,campos,3
1996,can,2
1996,canadá,1
1996,canal,1
1996,cancijad,1
1996,canco,4
1996,cancoa,1
1996,cancoen,1
1996,cantidad,2
1996,capaces,1
1996,capacicación,2
1996,capacidad,5
1996,capacidades,3
1996,capacirac,1
1996,capaciración,1
1996,capacirará,1
1996,capacitación,11
1996,capacitaton,1
1996,capacitó,1
1996,capaz,2
1996,capital,4
1996,capitales,2
1996,caprar,1
1996,capricho,1
1996,captura,1
1996,caraccerizaba,1
1996,caracrerísricas,1
1996,características,1
1996,característico,1
1996,carbón,1
1996,carca,1
1996,carea,3
1996,careas,2
1996,carecen,1
1996,carencias,4
1996,carga,4
1996,cargará,1
1996,cargo,6
1996,caro,1
1996,carra,1
1996,carreras,1
1996,carretera,1
1996,carreteras,1
1996,carrliocirugías,1
1996,carse,1
1996,carácter,1
1996,casa,4
1996,casas,2
1996,casen,1
1996,casi,4
1996,casos,2
1996,castigados,1
1996,castigo,4
1996,catalina,1
1996,cauces,1
1996,causa,1
1996,caído,1
1996,ccapa,1
1996,cconóm,1
1996,ccrminalcs,1
1996,cecnológica,2
1996,cendremos,2
1996,cenemos,2
1996,ceneros,5
1996,cenrral,1
1996,censura,1
1996,central,2
1996,centrales,3
1996,centralismo,1
1996,cer,1
1996,cerca,7
1996,cercano,1
1996,cercanía,1
1996,cercee,1
1996,cercer,1
1996,cerminó,1
1996,cernas,1
1996,cerner,1
1996,cerrando,1
1996,certificación,2
1996,ces,1
1996,cesante,1
1996,ceso,1
1996,cesta,1
1996,cfcccivamenrc,1
1996,chil,1
1996,chillán,1
1996,ciado,1
1996,ciar,1
1996,ciclo,2
1996,cicmo,1
1996,cicncífico,1
1996,ciegos,1
1996,ciemo,3
1996,cien,2
1996,cienco,8
1996,ciencíficn,1
1996,ciencífico,1
1996,cienden,1
1996,ciene,1
1996,cienrn,1
1996,cienro,7
1996,científico,1
1996,cierra,2
1996,cierras,1
1996,cieuw,1
1996,cifra,3
1996,cifras,1
1996,cinco,3
1996,cipo,1
1996,circuito,1
1996,ciudadano,2
1996,ciudadanos,5
1996,ciudadanía,2
1996,ciudades,6
1996,civil,1
1996,ción,2
1996,clara,1
1996,clarameme,1
1996,claramente,2
1996,claras,1
1996,claro,2
1996,clase,2
1996,clases,1
1996,claves,1
1996,clehe,1
1996,clientes,3
1996,clocences,1
1996,clásico,1
1996,cncre,1
1996,cnico,1
1996,cnmo,1
1996,cnnaictivos,1
1996,cnnsumo,1
1996,co11una,1
1996,cobercura,2
1996,coberrura,1
1996,cobertura,3
1996,coberwra,1
1996,cobo,1
1996,coca,1
1996,coda,2
1996,codas,1
1996,codo,8
1996,codos,8
1996,codosaquellos,1
1996,codoslos,1
1996,coherencia,1
1996,colabora,1
1996,colaboración,2
1996,colaborado,1
1996,colaboran,1
1996,colaboren,1
1996,colas,1
1996,colbún,1
1996,coleccivamente,1
1996,colectiva,1
1996,colegio,1
1996,coloca,1
1996,colocando,1
1996,colocarse,1
1996,com,1
1996,combate,1
1996,combatir,1
1996,combinan,1
1996,combustible,1
1996,combustibles,2
1996,comenzado,1
1996,comenzó,2
1996,comercial,3
1996,comerciales,1
1996,comercio,4
1996,comisión,2
1996,comités,1
1996,coml1ncs,1
1996,compamble,1
1996,comparan,1
1996,compartida,1
1996,compartió,1
1996,compatibles,1
1996,compatriorns,1
1996,compccitivos,1
1996,compeciciva,1
1996,compecirivi,1
1996,compecitivos,1
1996,comperencia,1
1996,competencia,3
1996,competicividad,1
1996,competirivamenre,1
1996,competitiva,1
1996,competitividad,1
1996,complacencia,1
1996,compleco,1
1996,complejo,1
1996,complejos,1
1996,complele,1
1996,complemencación,1
1996,complemencariamenre,2
1996,complementado,1
1996,complementar,1
1996,complementariamente,1
1996,complementario,1
1996,completado,1
1996,completamos,1
1996,completar,1
1996,completaremos,1
1996,completaron,1
1996,completo,1
1996,componentes,1
1996,comporcamienco,1
1996,comporcamiencos,2
1996,comportamienros,1
1996,compra,1
1996,compradores,1
1996,comprendido,1
1996,compromete,2
1996,comprometerse,2
1996,comprometido,1
1996,comprometo,1
1996,compromiso,5
1996,compromisos,2
1996,computacional,1
1996,comunas,7
1996,comunes,1
1996,comunicación,2
1996,comunidad,10
1996,comunitario,2
1996,común,1
1996,conc,1
1996,concando,1
1996,concar,1
1996,conce,1
1996,concejo,2
1996,concenctado,1
1996,concenrradas,1
1996,concentraba,1
1996,concentradas,2
1996,concep,1
1996,concepción,2
1996,concepcual,1
1996,conceplode,1
1996,conceptual,1
1996,concesiones,2
1996,concexco,1
1996,concexto,1
1996,conciencia,5
1996,concinuiclad,1
1996,concluir,1
1996,concluiremos,1
1996,concluyó,1
1996,concrccas,1
1996,concrelajo,1
1996,concrera,1
1996,concreraron,1
1996,concrero,1
1996,concreta,1
1996,concretado,1
1996,concretan,1
1996,concretando,1
1996,concretas,1
1996,concrete,1
1996,concreto,1
1996,concretos,1
1996,concó,1
1996,condiciones,15
1996,condición,3
1996,conductor,1
1996,conduzca,1
1996,conexión,1
1996,confiamos,1
1996,confianza,9
1996,confianzas,1
1996,confl,1
1996,conflicros,1
1996,conflicto,2
1996,conforme,1
1996,confunda,1
1996,confundiese,1
1996,confusión,1
1996,congestión,2
1996,congreso,15
1996,congresos,1
1996,conjumo,1
1996,conjunco,1
1996,conjunro,1
1996,conjunros,1
1996,conjunto,8
1996,conjwito,1
1996,cono,1
1996,conoce,2
1996,conocido,2
1996,conocimienro,1
1996,conocimienros,2
1996,conquista,1
1996,conquistado,1
1996,conraminación,1
1996,conrar,1
1996,conrinuar,1
1996,conrrario,1
1996,conscacamos,1
1996,conscicucional,1
1996,consciente,4
1996,conscientes,1
1996,conscirución,1
1996,consciruyen,1
1996,conscrucción,2
1996,conscruida,1
1996,consecuencias,2
1996,conseguir,1
1996,consejo,3
1996,consejos,2
1996,consensos,1
1996,conservación,1
1996,consiclecarlossimplemente,1
1996,consid1,1
1996,considen1111osque,1
1996,considera,3
1996,considerablemt:me,1
1996,consideracióu,1
1996,consideramos,1
1996,considerando,4
1996,consideranin,1
1996,considere,2
1996,consideremos,1
1996,considero,2
1996,consiscence,2
1996,consiscencemence,1
1996,consiste,2
1996,consisten,1
1996,consnucción,1
1996,consolidación,1
1996,consolidando,1
1996,consolidar,3
1996,consorcio,1
1996,consricucional,1
1996,consricución,1
1996,consrmir,1
1996,consrrncción,1
1996,consrru,1
1996,consrrucción,1
1996,constancia,1
1996,consticución,1
1996,consticuyenrlo,1
1996,constitucional,2
1996,constitución,1
1996,construcciones,2
1996,construcción,11
1996,construida,1
1996,construido,1
1996,construir,5
1996,construirá,1
1996,construyan,1
1996,construyen,1
1996,construyeron,1
1996,consulcorios,1
1996,consultorios,3
1996,consumidos,1
1996,consumo,5
1996,contacto,1
1996,contado,1
1996,contaminación,1
1996,contamos,2
1996,contar,3
1996,contaremos,3
1996,contará,1
1996,contempladas,1
1996,contenidas,1
1996,contenidos,1
1996,contiene,1
1996,contienen,1
1996,continuación,3
1996,continuado,2
1996,continuamos,1
1996,continuar,1
1996,continuaremos,2
1996,continuas,1
1996,continuidad,1
1996,continuo,1
1996,continuó,1
1996,continúan,1
1996,contrapartida,1
1996,contrario,1
1996,contribución,1
1996,contribuir,2
1996,contribuirá,1
1996,contribuye,1
1996,control,1
1996,controles,1
1996,convencido,2
1996,convencidos,1
1996,convencionales,1
1996,convención,3
1996,convenidas,1
1996,convenio,2
1996,convenios,1
1996,convenir,1
1996,conversaciones,1
1996,convertirse,1
1996,convicción,5
1996,conviena,1
1996,convierta,1
1996,convivencia,4
1996,convoca,1
1996,convoqué,1
1996,coopera,1
1996,cooperación,6
1996,cooperar,1
1996,coordinación,2
1996,copinpó,1
1996,coral,2
1996,corazón,1
1996,coree,1
1996,corfo,3
1996,coridiana,1
1996,corn:crarse,1
1996,corno,2
1996,corporaciones,2
1996,corporación,1
1996,corre,1
1996,correctas,1
1996,corredores,1
1996,corresponde,1
1996,corresponden,1
1996,correspondiences,1
1996,correspondientes,3
1996,corrienres,1
1996,corriente,1
1996,corrupción,2
1996,cosas,1
1996,coseos,1
1996,cosro,1
1996,cotidiana,1
1996,cotidianos,1
1996,cou,1
1996,crabajo,1
1996,cracado,1
1996,cranquilidad,1
1996,cransformaciones,1
1996,cransformación,1
1996,cransformada,1
1996,cransparencia,1
1996,cransporce,1
1996,cransporte,1
1996,crapa,1
1996,craso,1
1996,cravés,1
1996,crea,4
1996,creación,4
1996,creado,2
1996,creados,1
1996,crean,1
1996,creando,3
1996,crear,4
1996,crearon,1
1996,creará,1
1996,creativas,1
1996,creatividad,1
1996,crece,2
1996,crecido,2
1996,crecience,1
1996,creciendo,1
1996,crecienremente,1
1996,crecienres,1
1996,creciente,5
1996,crecientes,1
1996,crecimienco,1
1996,crecimienro,2
1996,crecimiento,12
1996,creció,1
1996,credibilidad,2
1996,crediticia,1
1996,creemos,2
1996,creer,1
1996,cremas,1
1996,creyendo,1
1996,creía,1
1996,creó,2
1996,criminal,1
1996,criunfaron,1
1996,crucial,1
1996,cruciales,1
1996,cruzados,1
1996,crámice,1
1996,crédiros,2
1996,créditos,1
1996,crícicas,1
1996,crónico,1
1996,csfuer1,1
1996,csfut,1
1996,csparcimicnro,1
1996,cspccialmenrc,1
1996,csrc,1
1996,cuales,1
1996,cualicacivo,1
1996,cualitativo,1
1996,cualquier,1
1996,cuan,2
1996,cuanco,3
1996,cuantiosos,1
1996,cuantitativo,1
1996,cuanto,2
1996,cuarro,2
1996,cuatro,2
1996,cubinras,1
1996,cubrió,1
1996,cucelar,1
1996,cuenca,2
1996,cuence,1
1996,cuenta,2
1996,cuente,1
1996,cufrema,1
1996,cuidado,1
1996,cuidar,2
1996,culminado,1
1996,culminar,1
1996,culminó,1
1996,cultivan,1
1996,cultura,1
1996,cultural,3
1996,culturales,1
1996,cumbre,2
1996,cumplido,1
1996,cumplimienco,1
1996,cumplimitenco,1
1996,cumplir,2
1996,curales,3
1996,curricular,1
1996,curso,4
1996,cuvo,1
1996,cuya,7
1996,cuyo,1
1996,cámara,2
1996,cápica,1
1996,cápita,1
1996,cárcel,1
1996,cía,1
1996,código,4
1996,cómo,2
1996,cómodo,1
1996,dacio,1
1996,dadas,1
1996,dado,5
1996,dando,6
1996,daramence,1
1996,daremos,1
1996,darle,1
1996,daro,1
1996,daros,1
1996,darse,1
1996,dará,2
1996,deba,1
1996,debate,3
1996,debates,1
1996,debe,9
1996,debemos,7
1996,deben,1
1996,deberá,2
1996,deberán,1
1996,debida,1
1996,debido,1
1996,debo,2
1996,decallado,1
1996,decceco,1
1996,decididamente,2
1996,decidido,4
1996,decirlo,1
1996,decisiones,2
1996,decisioues,1
1996,decisivamente,2
1996,decisivos,1
1996,decisión,4
1996,declarado,1
1996,decomisada,1
1996,decreciente,1
1996,decreco,1
1996,defendimos,1
1996,defensa,6
1996,deficiencias,3
1996,definicivamence,1
1996,definirivamence,1
1996,definitiva,1
1996,definitivamence,1
1996,definió,1
1996,degradada,1
1996,dejado,3
1996,dejamos,1
1996,dejar,1
1996,dejemos,2
1996,del'arriculado,1
1996,delegación,1
1996,delincuencia,2
1996,delincuentes,1
1996,delito,4
1996,delitos,2
1996,demanda,2
1996,demandará,2
1996,demasiadas,1
1996,democmcia,1
1996,democracia,9
1996,democracias,1
1996,democratizar,1
1996,democrática,3
1996,democrático,2
1996,demográficos,1
1996,demuestra,1
1996,den,1
1996,denrro,1
1996,dentro,3
1996,denícez,1
1996,depende,3
1996,dependiente,1
1996,depone,1
1996,deponer,1
1996,deportivos,1
1996,deprimidas,1
1996,derecho,6
1996,derechos,5
1996,derrocar,1
1996,desafío,1
1996,desafíos,6
1996,desaparecidos,1
1996,desar,1
1996,desarcollo,1
1996,desarrolla,1
1996,desarrollado,3
1996,desarrollados,2
1996,desarrollan,1
1996,desarrollando,1
1996,desarrollar,4
1996,desarrollo,38
1996,desarrolló,1
1996,descacan,1
1996,descansan,1
1996,descanso,1
1996,descencraliz6,1
1996,descender,1
1996,descendido,2
1996,descenso,1
1996,descentralización,1
1996,descentralizar,1
1996,descina,1
1996,desconocidos,1
1996,deseaxv,1
1996,desempeño,3
1996,desempleo,1
1996,deseo,1
1996,desgarro,1
1996,desgravación,1
1996,desierro,1
1996,desilusión,1
1996,desnicados,1
1996,desorden,1
1996,despacho,2
1996,despejar,1
1996,despejen,1
1996,desplegado,1
1996,despliegan,1
1996,despliegue,1
1996,desprotegidos,1
1996,después,3
1996,desrinado,1
1996,destacable,1
1996,destacados,1
1996,destacan,1
1996,destacar,2
1996,destacarse,1
1996,destina,1
1996,destinación,1
1996,destinada,2
1996,destinadas,1
1996,destinado,4
1996,destinados,4
1996,destinanín,1
1996,destinar,1
1996,destinaron,1
1996,destinará,1
1996,destinemos,1
1996,destino,3
1996,detallaré,1
1996,detener,1
1996,detenidos,1
1996,diagnosticar,1
1996,diaguósrico,1
1996,diaria,2
1996,dicha,1
1996,dichas,2
1996,dicho,3
1996,dichos,1
1996,diciembn,1
1996,diciembre,2
1996,didáctico,1
1996,die1,1
1996,diego,1
1996,diez,1
1996,diferencia,3
1996,diferencias,1
1996,diferente,1
1996,diferentes,3
1996,dificultades,1
1996,difícil,1
1996,digna,1
1996,dignidad,7
1996,dignifica,1
1996,dignificación,3
1996,dignificaóón,1
1996,digno,4
1996,digo,1
1996,dimensiones,1
1996,dinamismo,6
1996,dinar,1
1996,dinero,1
1996,dinámica,2
1996,dinámicas,1
1996,dinámico,2
1996,dio,2
1996,diplomático,1
1996,diputados,2
1996,dique,1
1996,direccamente,1
1996,dirección,2
1996,direccores,1
1996,direcramenre,1
1996,direcrores,1
1996,directo,1
1996,dirigemes,1
1996,dirigen,1
1996,dirigentes,1
1996,dirigi,1
1996,dirigidas,1
1996,discancia,1
1996,disciplinas,2
1996,discriminaciones,1
1996,discusión,2
1996,diseñadas,1
1996,diseñado,1
1996,diseñando,1
1996,diseñar,1
1996,diseño,2
1996,disminución,1
1996,disminuir,1
1996,dispersas,2
1996,dispersión,1
1996,dispondrá,1
1996,disponemos,1
1996,disponibilidad,1
1996,disponible,1
1996,disposición,2
1996,dispuesro,1
1996,dispuesros,1
1996,dispuesto,2
1996,disrnncia,1
1996,distancia,2
1996,distimivo,1
1996,distintos,1
1996,distraerían,1
1996,distraía,1
1996,distribución,2
1996,disuasión,1
1996,diversas,7
1996,diversificación,2
1996,diversificar,2
1996,diversos,2
1996,diza,1
1996,diálogo,2
1996,doblando,1
1996,doble,3
1996,docación,1
1996,doccmc,1
1996,doce,1
1996,docence,1
1996,docences,1
1996,docenres,1
1996,docente,2
1996,docentes,3
1996,documencos,1
1996,dolores,1
1996,dominio,1
1996,dominios,1
1996,done.le,1
